episode_index,env_step,length,return,is_collision,out_of_lane,destination_reached,wrong_direction,too_slow,off_road
511,473067,236,316.69654492284434,0,0,0,0,0,0
512,473449,381,-263.5151407092536,0,0,0,0,0,0
513,473685,235,61.53271250142997,0,0,0,0,0,0
514,473840,154,16.352855952435533,0,0,0,0,1,0
515,474145,304,267.3384463881579,1,0,0,0,0,0
516,474415,269,2.4578823102751954,0,0,0,0,0,0
517,474529,113,103.61887205085189,1,0,0,0,0,0
518,474762,232,-173.89922646434252,0,0,0,0,0,0
519,475018,255,49.32952367916404,0,0,0,0,0,0
520,475127,108,-75.85367745441596,0,0,0,0,0,0
521,475453,325,-13.839297495957993,0,0,0,0,0,0
522,475864,410,-312.7095667181416,0,0,0,0,0,0
523,476023,158,12.871607613047146,0,0,0,0,1,0
524,476206,182,15.96830942509856,0,0,0,0,0,0
525,476460,253,13.919296044382264,0,0,0,0,0,0
526,476670,209,13.85894648875113,0,0,0,0,1,0
527,476850,179,13.42039784277804,0,0,0,0,1,0
528,477028,177,12.835446801002721,0,0,0,0,1,0
529,477193,164,16.11923285192766,0,0,0,0,1,0
530,477455,261,50.02663909931057,0,0,0,0,0,0
531,477650,194,61.21458297645881,0,0,0,0,0,0
532,477904,253,20.885024788857553,0,0,0,0,1,0
533,477998,93,106.38850673789848,0,0,0,0,0,0
534,478146,147,12.551510344916828,0,0,0,0,1,0
535,478635,488,43.027742981944485,0,0,0,0,0,0
536,478742,106,151.41538523894698,0,0,0,0,0,0
537,478896,153,14.869779127382708,0,0,0,0,1,0
538,479149,252,37.1236448065673,0,0,0,0,0,0
539,479600,450,51.61055786715784,1,0,0,0,0,0
540,479826,225,103.05678471657262,0,0,0,0,0,0
541,480149,322,-73.1302157521147,0,0,0,0,0,0
542,480311,161,16.823499126717575,0,0,0,0,1,0
543,480699,387,76.7292357075851,1,0,0,0,0,0
544,480791,91,111.37181545242984,0,0,0,0,0,0
545,481060,268,118.82560191448806,0,0,0,0,0,0
546,481202,141,10.548382369216583,0,0,0,0,1,0
547,481373,170,13.83071759931134,0,0,0,0,1,0
548,481531,157,16.231633008831395,0,0,0,0,1,0
549,481709,177,13.317927954101474,0,0,0,0,1,0
550,481822,112,-43.51519193578257,0,0,0,0,0,0
551,482047,224,104.81910440915968,0,0,0,0,0,0
552,482264,216,14.07358823046975,0,0,0,0,1,0
553,482509,244,227.0062143499032,1,0,0,0,0,0
554,482926,416,142.37889493294972,1,0,0,0,0,0
555,483121,194,22.228216419074435,0,0,0,0,0,0
556,483269,147,13.119303853947855,0,0,0,0,1,0
557,483359,89,120.22257568996149,0,0,0,0,0,0
558,483478,118,-31.009152723287833,0,0,0,0,0,0
559,483735,256,342.44690159315013,0,0,0,0,0,0
560,483987,251,57.71613968015646,0,0,0,0,0,0
561,484258,270,-10.8699705696787,0,0,0,0,0,0
562,484406,147,15.1567927063338,0,0,0,0,1,0
563,484557,150,15.259869247895429,0,0,0,0,1,0
564,484721,163,12.721886988087899,0,0,0,0,1,0
565,484857,135,148.2219509851314,1,0,0,0,0,0
566,484999,141,12.330643647338782,0,0,0,0,1,0
567,485077,77,-20.017097618456148,0,0,0,0,0,0
568,485221,143,15.262828870665128,0,0,0,0,1,0
569,485278,56,39.6135893709677,0,0,0,0,0,0
570,485426,147,14.981061711192446,0,0,0,0,1,0
571,485499,72,54.8811950919449,0,0,0,0,0,0
572,485736,236,111.96915261676277,0,0,0,0,0,0
573,485878,141,123.10727048816207,0,0,0,0,0,0
574,486076,197,324.96501921827155,0,0,0,0,0,0
575,486216,139,11.994083249051368,0,0,0,0,1,0
576,486467,250,55.76922559865427,0,0,0,0,0,0
577,486548,80,93.91835403098877,0,0,0,0,0,0
578,486770,221,-167.58655757275582,0,0,0,0,0,0
579,486915,144,175.56071343764535,1,0,0,0,0,0
580,487322,406,166.75794156979458,1,0,0,0,0,0
581,487466,143,9.976116666297786,0,0,0,0,1,0
582,487633,166,13.85754528097629,0,0,0,0,1,0
583,487803,169,12.428426658116756,0,0,0,0,1,0
584,487902,98,151.73100799616455,0,0,0,0,0,0
585,488168,265,118.38826494859083,0,0,0,0,0,0
586,488325,156,12.491398052467737,0,0,0,0,1,0
587,488426,100,157.09018925349906,0,0,0,0,0,0
588,488579,152,12.918217398678642,0,0,0,0,1,0
589,488660,80,-14.792069844025864,0,0,0,0,0,0
590,489072,411,145.48948703186898,1,0,0,0,0,0
591,489325,252,115.21867539753981,0,0,0,0,0,0
592,489437,111,129.60441844685636,0,0,0,0,0,0
593,489791,353,11.185853182799633,1,0,0,0,0,0
594,490159,367,-213.43846848324935,0,0,0,0,0,0
595,490413,253,42.40026475715558,0,0,0,0,0,0
596,490574,160,269.98143899867756,1,0,0,0,0,0
597,490926,351,-20.48906431262074,0,0,0,0,0,0
598,491085,158,17.338593279562335,0,0,0,0,1,0
599,491187,101,108.25174833594014,0,0,0,0,0,0
600,491432,244,57.73006525763213,0,0,0,0,0,0
601,491597,164,203.35610376164362,0,0,0,0,0,0
602,491706,108,153.48096933450225,0,0,0,0,0,0
603,492161,454,680.7840461620765,0,0,0,0,0,0
604,492527,365,-64.84229563353895,0,0,0,0,0,0
605,492902,374,644.5669623353771,1,0,0,0,0,0
606,493275,372,598.3587796930098,1,0,0,0,0,0
607,493539,263,28.32250262194664,0,0,0,0,0,0
608,493698,158,12.361512279257202,0,0,0,0,1,0
609,493846,147,14.688172965620879,0,0,0,0,1,0
610,494005,158,16.88606286682881,0,0,0,0,1,0
611,494207,201,18.144801402818377,0,0,0,0,1,0
612,494378,170,15.522076630337367,0,0,0,0,1,0
613,494518,139,12.827467944888255,0,0,0,0,1,0
614,494935,416,139.44624713218843,1,0,0,0,0,0
615,495103,167,12.90516873402628,0,0,0,0,1,0
616,495256,152,12.379299863788212,0,0,0,0,1,0
617,495413,156,16.531544367117633,0,0,0,0,1,0
618,495675,261,81.94301742792169,0,0,0,0,0,0
619,495995,319,-391.8117296295855,0,0,0,0,0,0
620,496148,152,12.112228636093858,0,0,0,0,1,0
621,496403,254,45.38389408462395,0,0,0,0,0,0
622,496656,252,122.1301659378811,0,0,0,0,0,0
623,496810,153,12.650415091883517,0,0,0,0,1,0
624,497293,482,-192.76783867085268,0,0,0,0,0,0
625,497426,132,131.83782605477393,1,0,0,0,0,0
626,497600,173,13.27637980354332,0,0,0,0,1,0
627,497746,145,160.43573595049327,1,0,0,0,0,0
628,497993,246,56.56961753163647,0,0,0,0,0,0
629,498254,260,38.576439087799756,0,0,0,0,0,0
630,498430,175,16.722760039380905,0,0,0,0,1,0
631,498593,162,12.412985250802405,0,0,0,0,1,0
632,498759,165,18.028059166784736,0,0,0,0,1,0
633,498853,93,135.55222954837342,0,0,0,0,0,0
634,499000,146,14.390594451033952,0,0,0,0,1,0
635,499147,146,12.067027476444483,0,0,0,0,1,0
636,499353,205,13.11040249629725,0,0,0,0,1,0
637,499505,151,15.675108994641862,0,0,0,0,1,0
638,499659,153,15.532251868551306,0,0,0,0,1,0
639,499823,163,12.554492576773914,0,0,0,0,1,0
640,499889,65,55.383932896473894,0,0,0,0,0,0
641,500358,468,296.10598899135255,0,0,0,0,0,0
642,500590,231,37.696530120289104,0,0,0,0,1,0
643,500930,339,266.1019369964555,0,0,0,0,0,0
644,501048,117,265.86795337246883,0,0,0,0,0,0
645,501341,292,28.850644329585037,0,0,0,0,1,0
646,501547,205,34.94453899621206,0,0,0,0,1,0
647,502073,525,357.72147909528536,0,0,0,0,0,0
648,502349,275,35.876042826807115,0,0,0,0,1,0
649,502455,105,249.51714070725853,0,0,0,0,0,0
650,502795,339,271.0923826580931,0,0,0,0,0,0
651,503053,257,38.84471431389066,0,0,0,0,1,0
652,503209,155,333.1977371436254,0,0,0,0,0,0
653,503423,213,22.605059111867956,0,0,0,0,1,0
654,503725,301,230.78542053192893,0,0,0,0,0,0
655,503834,108,246.65424497080016,0,0,0,0,0,0
656,503955,120,270.9899735030219,0,0,0,0,0,0
657,504063,107,243.99173470173739,0,0,0,0,0,0
658,504226,162,17.903707481971033,0,0,0,0,1,0
659,504439,212,512.673529528674,0,0,0,0,0,0
660,504606,166,379.5653196322265,0,0,0,0,0,0
661,504804,197,18.803618335662275,0,0,0,0,1,0
662,505011,206,29.152315705961,0,0,0,0,1,0
663,505180,168,17.466032762496788,0,0,0,0,1,0
664,505330,149,330.79729539865593,0,0,0,0,0,0
665,506069,738,557.3879797553932,0,0,0,0,0,0
666,506504,434,1126.3335806437003,0,0,0,0,0,0
667,506611,106,249.30504641379832,0,0,0,0,0,0
668,506862,250,34.52417225082965,0,0,0,0,1,0
669,507132,269,35.65394035852394,0,0,0,0,1,0
670,507457,324,39.1028001521379,0,0,0,0,1,0
671,507763,305,239.28259814027086,0,0,0,0,0,0
672,507989,225,529.6673156511039,0,0,0,0,0,0
673,508223,233,38.40359088924789,0,0,0,0,1,0
674,508443,219,515.511576951566,0,0,0,0,0,0
675,508744,300,231.41219467074282,0,0,0,0,0,0
676,509945,1200,844.1730773018921,0,0,0,0,0,0
